Extractor,Measure,Model,Gaussian filter,Other filter,ROC_AUC,AUC_PR,Max. f1,FPR at TPR=0.9,FPR at TPR=0.95,FPR at TPR=0.99,FPR at TPR=0.995,FPR at TPR=0.999,FPR at TPR=0.9999
C3D,per patch,SpatialBin/SVG/0.50,,erosion,0.8721080200957655,0.3170099140886928,0.46258503401360546,0.4177798249654537,0.5958083832335329,0.8444265315522801,0.9001612160294795,0.9639567019806541,0.9639567019806541
C3D,per patch,SpatialBin/SVG/simple_0.20,,erosion,0.8170989416515806,0.30392575293299035,0.4612021857923497,0.8514509442653155,0.9647627821280516,1.0,1.0,1.0,1.0
C3D,per patch,SpatialBin/SVG/0.20,"(1, 1, 1)",erosion,0.8974130451083522,0.2862292843238753,0.4222048475371384,0.2567941040994933,0.3654997696913865,0.7580608014739751,0.8801243666513128,0.9753569783509903,0.9753569783509903
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(1, 1, 1)",erosion,0.8585329341317365,0.34519003329979486,0.4047936085219707,0.3701059419622294,0.5439889451865499,0.9568171349608475,0.97961768770152,0.9884845693228926,0.9884845693228926
C3D,per patch,SpatialBin/SVG/simple_0.50,"(1, 1, 1)",erosion,0.9000907844418498,0.2957010034765697,0.43379366368805844,0.27602487333026254,0.39854905573468447,0.5742745278673422,0.7728005527406725,0.8690695532012898,0.8690695532012898
C3D,per patch,SVG,"(1, 1, 1)",erosion,0.8592260023780703,0.33338993068182476,0.3924221921515561,0.4154767388300322,0.5594196222938738,0.8416628281897743,0.9079917088899124,0.9609626900046062,0.9609626900046062
C3D,per patch,SpatialBin/SVG/0.50,"(1, 1, 1)",erosion,0.895510454939852,0.289210637287561,0.41304347826086957,0.264163979732842,0.36227544910179643,0.7603638876093965,0.8801243666513128,0.9736296637494243,0.9736296637494243
C3D,per patch,SpatialBin/SVG/simple_0.20,"(1, 1, 1)",erosion,0.8965696067614324,0.30408153123903797,0.4308943089430894,0.3068862275449102,0.4168585905112851,0.6569553201289728,0.7003684937816674,0.9138645785352372,0.9138645785352372
C3D,per patch,SpatialBin/SVG/0.20,"(2, 2, 2)",erosion,0.8456009715809882,0.17313772397086594,0.29478729778310364,0.3124136342699217,0.5181943804698296,0.8104560110548135,0.84120221096269,0.8727544910179641,0.8727544910179641
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(2, 2, 2)",erosion,0.8397567566119997,0.27356403039582783,0.3623853211009175,0.4350529709811147,0.7166052510363887,0.9375863657300783,0.9381621372639337,0.9469138645785352,0.9469138645785352
C3D,per patch,SpatialBin/SVG/simple_0.50,"(2, 2, 2)",erosion,0.8508656658061337,0.16742302517207147,0.29955385595920964,0.30941962229387376,0.5102487333026255,0.7573698756333487,0.8331414094887148,0.8962459695992631,0.8962459695992631
C3D,per patch,SVG,"(2, 2, 2)",erosion,0.8359474253639412,0.27991868368355943,0.35386338185890254,0.460617227084293,0.5854444956241364,0.8703362505757716,0.8703362505757716,0.8855366190695532,0.8855366190695532
C3D,per patch,SpatialBin/SVG/0.50,"(2, 2, 2)",erosion,0.8435193566355661,0.17751431226252198,0.2894572676232065,0.3215108245048365,0.5747351450944266,0.8098802395209581,0.8160985720865961,0.8681483187471212,0.8681483187471212
C3D,per patch,SpatialBin/SVG/simple_0.20,"(2, 2, 2)",erosion,0.8512970927554552,0.18073426749950033,0.31141345427059713,0.3243896821741133,0.4809995393827729,0.727890373099954,0.8087286964532473,0.9029249193919853,0.9029249193919853
C3D,per patch,SpatialBin/SVG/0.20,"(0, 1, 1)",erosion,0.8926207513416815,0.3296587015244754,0.48495897903372825,0.345923537540304,0.5092123445416858,0.786158452326117,0.8088438507600184,0.9720175034546292,0.9720175034546292
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(0, 1, 1)",erosion,0.8629740072627554,0.37365840078908624,0.4225028702640643,0.3794334408106863,0.5976508521418701,0.9166282818977429,0.9565868263473054,0.9948180561953017,0.9948180561953017
C3D,per patch,SpatialBin/SVG/simple_0.50,"(0, 1, 1)",erosion,0.8869081604233394,0.33209040214040325,0.47585601404741,0.30608014739751266,0.5160064486411792,0.946453247351451,0.9958544449562413,0.9966605251036389,0.9966605251036389
C3D,per patch,SVG,"(0, 1, 1)",erosion,0.8635781656722332,0.3639478151811824,0.40248447204968946,0.4426531552280055,0.5727775218793183,0.7867342238599724,0.8154076462459696,0.9704053431598342,0.9704053431598342
C3D,per patch,SpatialBin/SVG/0.50,"(0, 1, 1)",erosion,0.89247305924823,0.32685503515892483,0.47102115915363385,0.32070474435743895,0.47489636112390604,0.7321510824504837,0.8121833256563795,0.9745508982035929,0.9745508982035929
C3D,per patch,SpatialBin/SVG/simple_0.20,"(0, 1, 1)",erosion,0.8811628978179598,0.3310266379685497,0.4611161939615736,0.3595117457392906,0.5969599263012436,0.9265315522800552,0.9941271303546753,0.9971211423307231,0.9971211423307231
C3D,per patch,SpatialBin/SVG/0.20,"(0, 2, 2)",erosion,0.8679830857069404,0.26776538594844607,0.4096385542168674,0.5155458314140949,0.589705204974666,0.8321050207277753,0.8691847075080608,0.9248042376784892,0.9248042376784892
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(0, 2, 2)",erosion,0.8599166604179832,0.3452013484123878,0.41246290801186947,0.4953938277291571,0.6789497927222478,0.8897973284200829,0.889912482726854,0.9128281897742976,0.9128281897742976
C3D,per patch,SpatialBin/SVG/simple_0.50,"(0, 2, 2)",erosion,0.8630996057973499,0.24411294761223853,0.42132416165090286,0.42491939198526024,0.5876324274527868,0.9426531552280055,0.9561262091202211,0.960732381391064,0.960732381391064
C3D,per patch,SVG,"(0, 2, 2)",erosion,0.8564535954923784,0.34115407610380416,0.4004576659038902,0.5242975587286964,0.6735375403040074,0.8080377706126209,0.8184016582220175,0.8468447719944726,0.8468447719944726
C3D,per patch,SpatialBin/SVG/0.50,"(0, 2, 2)",erosion,0.8685492164151125,0.2705052493603778,0.39573070607553373,0.45324735145094425,0.5846384154767388,0.8325656379548595,0.8334868724090281,0.9020036849378167,0.9020036849378167
C3D,per patch,SpatialBin/SVG/simple_0.20,"(0, 2, 2)",erosion,0.8672640407914046,0.2539767458544557,0.41521918941273783,0.40983417779824965,0.5634500230308613,0.8979732842008291,0.9758175955780746,0.9852602487333026,0.9852602487333026
C3D,per patch,SpatialBin/SVG/0.20,"(1, 0, 0)",erosion,0.8705630777800392,0.28300217011639983,0.4365781710914455,0.3984339014279134,0.605251036388761,0.7257024412713036,0.8308383233532934,0.9274527867342238,0.9274527867342238
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(1, 0, 0)",erosion,0.8518755422964447,0.32394145300799704,0.39160839160839156,0.4192768309534777,0.6232151082450483,0.9408106863196684,0.9771994472593275,0.9776600644864117,0.9776600644864117
C3D,per patch,SpatialBin/SVG/simple_0.50,"(1, 0, 0)",erosion,0.8706439535954924,0.28980271395072515,0.43803418803418803,0.4018885306310456,0.5865960386918471,0.9914785812989406,0.9933210502072778,0.9978120681713496,0.9978120681713496
C3D,per patch,SVG,"(1, 0, 0)",erosion,0.8473938973573426,0.3078243874303162,0.36695278969957074,0.4333256563795486,0.6104329801934593,0.8820819898664211,0.9363196683555965,0.9579686780285582,0.9579686780285582
C3D,per patch,SpatialBin/SVG/0.50,"(1, 0, 0)",erosion,0.8708954184653948,0.27648422739666245,0.4334883720930232,0.39900967296176876,0.5631045601105481,0.739060340856748,0.8094196222938738,0.9281437125748503,0.9281437125748503
C3D,per patch,SpatialBin/SVG/simple_0.20,"(1, 0, 0)",erosion,0.8419544631666899,0.27930431219090884,0.42455775234131116,0.5451404882542608,0.8157531091662829,0.9871027176416398,1.0,1.0,1.0
C3D,per patch,SpatialBin/SVG/0.20,"(2, 0, 0)",erosion,0.848200513106167,0.2069876095317569,0.3486901535682023,0.4672961768770152,0.5844081068631967,0.8070013818516812,0.8324504836480885,0.9024643021649009,0.9024643021649009
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(2, 0, 0)",erosion,0.8262282679721058,0.26531870745003794,0.34374999999999994,0.5077153385536619,0.6708889912482727,0.9429986181483188,0.9714417319207739,0.9900967296176877,0.9900967296176877
C3D,per patch,SpatialBin/SVG/simple_0.50,"(2, 0, 0)",erosion,0.8393229194562575,0.21266302514485896,0.3785780240073869,0.48042376784891755,0.643021649009673,0.9759327498848457,0.9759327498848457,0.9964302164900968,0.9964302164900968
C3D,per patch,SVG,"(2, 0, 0)",erosion,0.8238281040780693,0.25058942886877505,0.32599118942731276,0.4526715799170889,0.6445186549976969,0.8956701980654076,0.9233072316904652,0.9436895439889452,0.9436895439889452
C3D,per patch,SpatialBin/SVG/0.50,"(2, 0, 0)",erosion,0.8485956530588198,0.20324972793767673,0.3464566929133859,0.46199907876554586,0.5800322432058959,0.8260018424689083,0.8391294334408107,0.9051128512206357,0.9051128512206357
C3D,per patch,SpatialBin/SVG/simple_0.20,"(2, 0, 0)",erosion,0.8299024937602434,0.21632770661733522,0.3745098039215686,0.5609166282818977,0.7397512666973745,0.9891754951635191,0.9948180561953017,0.9958544449562413,0.9958544449562413
C3D,per patch,SpatialBin/SVG/0.20,"(1, 2, 2)",erosion,0.8767306621104839,0.23608040126470675,0.3582474226804123,0.2716490096729618,0.45923537540304005,0.8038922155688623,0.8407415937356058,0.8710271764163979,0.8710271764163979
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(1, 2, 2)",erosion,0.8606237882017718,0.32313129428367304,0.3907766990291262,0.45290188853063107,0.6953017042837402,0.9130584983878397,0.9157070474435743,0.935398433901428,0.935398433901428
C3D,per patch,SpatialBin/SVG/simple_0.50,"(1, 2, 2)",erosion,0.8795633241566956,0.22538698764936288,0.3661560904449307,0.30055274067250115,0.40476738830032244,0.6222938737908797,0.7648549055734685,0.8902579456471672,0.8902579456471672
C3D,per patch,SVG,"(1, 2, 2)",erosion,0.8578663781560315,0.32239925495057914,0.3877995642701525,0.44345923537540305,0.6395670198065407,0.8342929525564257,0.8387839705204975,0.8841547673883003,0.8841547673883003
C3D,per patch,SpatialBin/SVG/0.50,"(1, 2, 2)",erosion,0.874649314965775,0.23975616842553485,0.3490445859872612,0.267273146015661,0.4926301243666513,0.7867342238599724,0.8438507600184247,0.8588208198986642,0.8588208198986642
C3D,per patch,SpatialBin/SVG/simple_0.20,"(1, 2, 2)",erosion,0.8789945154413891,0.23981469084829268,0.37470725995316156,0.3314140948871488,0.4497927222478121,0.6237908797789037,0.6501612160294795,0.8454629203132197,0.8454629203132197
C3D,per patch,SpatialBin/SVG/0.20,"(2, 1, 1)",erosion,0.8678807858344133,0.2102943435422964,0.34432717678100266,0.2991708889912483,0.4723629663749424,0.8407415937356058,0.9140948871487794,0.9675264854905573,0.9675264854905573
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(2, 1, 1)",erosion,0.8342179683566676,0.28587905628486815,0.35914702581369246,0.4274527867342239,0.6227544910179641,0.9770842929525564,0.9822662367572548,0.9866421004145555,0.9866421004145555
C3D,per patch,SpatialBin/SVG/simple_0.50,"(2, 1, 1)",erosion,0.8740843893608132,0.21651457535821678,0.35448916408668735,0.29456471672040535,0.4290649470290189,0.6591432519576232,0.7626669737448181,0.7967526485490557,0.7967526485490557
C3D,per patch,SVG,"(2, 1, 1)",erosion,0.8341779321500112,0.27315261953885317,0.34639696586599245,0.42837402118839246,0.5651773376324275,0.9031552280055274,0.9305619530170428,0.9394288346384154,0.9394288346384154
C3D,per patch,SpatialBin/SVG/0.50,"(2, 1, 1)",erosion,0.866778651998329,0.2151173583233291,0.34134988363072155,0.28800092123445414,0.4823813910640258,0.8235836020267158,0.9177798249654537,0.9670658682634731,0.9670658682634731
C3D,per patch,SpatialBin/SVG/simple_0.20,"(2, 1, 1)",erosion,0.8712120928090152,0.2280609183640902,0.3561430793157076,0.3554813450023031,0.4743205895900507,0.6721556886227545,0.7463150621833257,0.9108705665591893,0.9108705665591893
C3D,per patch,SpatialBin/SVG/0.20,,dilation,0.9087805158912943,0.2716042005528494,0.37454355764214914,0.15649470290188852,0.23088438507600184,0.5350069092584062,0.6349608475356978,0.8205895900506679,0.8205895900506679
C3D,per patch,BalancedDistributionSVG/500/27/0.30,,dilation,0.9101343823979946,0.36411165782506283,0.42736077481840196,0.16294334408106864,0.32243205895900506,0.9149009672961769,0.9596959926301244,0.9897512666973745,0.9897512666973745
C3D,per patch,SpatialBin/SVG/simple_0.50,,dilation,0.9179311323685366,0.302531930232397,0.437403400309119,0.16766467065868262,0.3329111008751727,0.600529709811147,0.6114693689543989,0.8896821741133119,0.8896821741133119
C3D,per patch,SVG,,dilation,0.910639856244577,0.3761695765098314,0.44126659856996936,0.17503454629203133,0.2942192538000921,0.8581298940580377,0.86158452326117,0.9782358360202672,0.9782358360202672
C3D,per patch,SpatialBin/SVG/0.50,,dilation,0.9033495174231144,0.27701653561933476,0.36587872559095574,0.15971902349147857,0.21660525103638875,0.5608014739751267,0.6887379087977891,0.8121833256563795,0.8121833256563795
C3D,per patch,SpatialBin/SVG/simple_0.20,,dilation,0.9088198825961673,0.28982759563660143,0.38288920056100983,0.1987563334868724,0.2968678028558268,0.6468217411331184,0.6523491478581299,0.88841547673883,0.88841547673883
C3D,per patch,SpatialBin/SVG/0.20,"(1, 1, 1)",dilation,0.8758170599766478,0.22390058121869133,0.3095238095238095,0.23940580377706125,0.3013588208198987,0.7961768770152003,0.8450023030861354,0.8973975126669738,0.8973975126669738
C3D,per patch,BalancedDistributionSVG/500/27/0.30,"(1, 1, 1)",dilation,0.9012255899649717,0.37840016002949756,0.431791221826809,0.2168355596499309,0.37885766927683096,0.9639567019806541,0.968562874251497,0.9930907415937356,0.9930907415937356
C3D,per patch,SpatialBin/SVG/simple_0.50,"(1, 1, 1)",dilation,0.8833051696249719,0.22819518872018305,0.3492990654205607,0.20370796867802857,0.36757254721326577,0.6307001381851681,0.6551128512206357,0.8013588208198986,0.8013588208198986
C3D,per patch,SVG,"(1, 1, 1)",dilation,0.9002299069124721,0.3642726720877119,0.4237623762376238,0.22063565177337632,0.3657300783049286,0.907185628742515,0.9345923537540304,0.974781206817135,0.974781206817135
